Dados obtidos a partir do Sistema de Informação de Solos Brasileiros - BDSOLOS, esclarecimentos quanto ao uso disponível em:  http://www.bdsolos.cnptia.embrapa.br/esclarecimentos_uso.pdf

"Localização descritiva";"UF";"Município";"Altitude (m)";"Sistema de Coordenada";"Datum";"Latitude Graus";"Latitude Minutos";"Latitude Segundos";"Latitude Hemisfério";"Longitude Graus";"Longitude Minutos";"Longitude Segundos";"Longitude Hemisfério";"Northing";"Easting";"pH - H2O";"pH - KCl";"pH - CaCl2";"Complexo Sortivo - Cálcio (cmolc/kg)";"Complexo Sortivo - Magnésio";"Complexo Sortivo - Ca + Mg";"Complexo Sortivo - Potássio";"Complexo Sortivo - Sódio";"Complexo Sortivo - Valor S (Ca2++Mg2++K++Na+)";"Complexo Sortivo - Hidrogênio (H+)";"Complexo Sortivo - Alumínio Trocável (Al3+)";"Complexo Sortivo - Valor T (S+H++Al3+)";"Complexo Sortivo - Valor V &Delta; Saturação por Bases (100. S/T)%";"Complexo Sortivo - Saturação por Alumínio (100. Al3+/S+Al3+)%";"Ataque sulfúrico - SiO2";"Ataque sulfúrico - Al2O3";"Ataque sulfúrico - Fe2O3";"Ataque sulfúrico - TiO2";"Ataque sulfúrico - P2O5";"Ataque sulfúrico - MnO";"Ataque sulfúrico - SiO2 / Al2O3 (Ki)";"Ataque sulfúrico - SiO2 / R2O3 (Kr)";"Ataque sulfúrico - Al2O3 / Fe2O3";"Fósforo assimilável (mg/kg)";"Carbono orgânico";"Nitrogênio total";"Relação C/N (%)";"Água da pasta de saturação";"Saturação por Sódio (100.Na+/T)";"Condutividade Elétrica";"Sais Solúveis do Extrato da Saturação - Cálcio";"Sais Solúveis do Extrato da Saturação - Magnésio";"Sais Solúveis do Extrato da Saturação - Potássio";"Sais Solúveis do Extrato da Saturação - Sódio";"Sais Solúveis do Extrato da Saturação - Carbonatos";"Sais Solúveis do Extrato da Saturação - Cloretos";"Sais Solúveis do Extrato da Saturação - Bicarbonatos";"Sais Solúveis do Extrato da Saturação - Sulfatos";"Ponto de Carga Zero";"Adsorção de Fosfato";"Enxofre";"Equivalente de Carbonato de Cálcio";"CDB - Ferro (g/kg)";"CDB - Alumínio (g/kg)";"CDB - Manganês (g/kg)";"Oxalato de Amônio - Ferro";"Oxalato de Amônio - Alumínio";"Oxalato de Amônio - Sílica";"Pirofosfato de Sódio - Ferro";"Pirofosfato de Sódio - Alumínio";"Microelementos - Ferro";"Microelementos - Manganês";"Microelementos - Cobre";"Microelementos - Zinco";"Microelementos - Níquel";"Microelementos - Boro";"Microelementos - Molibidênio";"Microelementos - Cobalto";"Microelementos - Cádmio";"Microelementos - Cromo";"Microelementos - Selênio";"Microelementos - Chumbo";"Microelementos - Mercúrio";"Microelementos - Arsênio";"Microelementos - Silício";"Informações adicionais da análise química";
"Município de Porto dos Gaúchos, Estado de Mato Grosso Lat. 10°46'S e Long. 57°39'WGr. Folha SC.21-Y-B.";"MT";"Porto dos Gaúchos";"";"Latitude / Longitude";"";"10";"46";"";"Sul";"57";"39";"";"Oeste";"";"";"5.7";"5.2";"";"0.75";"0.15";"0.9";"0.04";"0.06";"1";"4.34";"0.1";"5.44";"18";"9";"";"";"";"";"";"";"";"";"";"";"5";"0.4";"13";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°26'S e Long. 58°01'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"26";"";"Sul";"58";"1";"";"Oeste";"";"";"5.4";"3.9";"";"5.07";"1.62";"6.69";"0.13";"0.17";"7";"0.21";"0.02";"7.23";"97";"0";"";"";"";"";"";"";"";"";"";"0,2";"30";"";"0";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°26'S e Long. 58°01'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"26";"";"Sul";"58";"1";"";"Oeste";"";"";"5.4";"3.9";"";"3.93";"1.43";"5.36";"0.07";"0.2";"5.6";"0.21";"0.02";"5.83";"96";"0";"";"";"";"";"";"";"";"";"";"0,2";"14";"";"0";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"73";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°26'S e Long. 58°01'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"26";"";"Sul";"58";"1";"";"Oeste";"";"";"5.5";"5.2";"";"3.46";"1.97";"5.43";"0.07";"0.17";"5.7";"0.21";"0.02";"5.93";"96";"0";"";"";"";"";"";"";"";"";"";"0,1";"8";"";"0";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°26'S e Long. 58°01'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"26";"";"Sul";"58";"1";"";"Oeste";"";"";"5.3";"5";"";"2.13";"2.78";"4.91";"0.08";"0.15";"5.1";"0.18";"0.01";"5.29";"96";"0";"";"";"";"";"";"";"";"";"";"0,2";"6";"";"0";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"86";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°26'S e Long. 58°01'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"26";"";"Sul";"58";"1";"";"Oeste";"";"";"5";"4.8";"";"1.55";"2.29";"3.84";"0.07";"0.17";"4.1";"0.21";"0.04";"4.35";"94";"1";"";"";"";"";"";"";"";"";"";"0,2";"6";"";"0";"";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Diamantino, Estado de Mato Grosso Lat. 11°11'S e Long. 59°22'WGr. Folha SC.21-Y-D.";"MT";"Diamantino";"";"Latitude / Longitude";"";"11";"11";"";"Sul";"59";"22";"";"Oeste";"";"";"5.5";"4.8";"";"2.12";"1.3";"3.42";"0.12";"0.04";"3.6";"1.02";"0";"4.62";"78";"0";"";"";"";"";"";"";"";"";"";"";"13";"1.1";"12";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Diamantino, Estado de Mato Grosso Lat. 11°11'S e Long. 59°22'WGr. Folha SC.21-Y-D.";"MT";"Diamantino";"";"Latitude / Longitude";"";"11";"11";"";"Sul";"59";"22";"";"Oeste";"";"";"5.9";"4.8";"";"1.63";"1.24";"2.87";"0.05";"0.03";"2.9";"0.45";"0";"3.35";"87";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.3";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Diamantino, Estado de Mato Grosso Lat. 11°11'S e Long. 59°22'WGr. Folha SC.21-Y-D.";"MT";"Diamantino";"";"Latitude / Longitude";"";"11";"11";"";"Sul";"59";"22";"";"Oeste";"";"";"5.9";"4.9";"";"2.01";"1.4";"3.41";"0.08";"0.05";"3.5";"1.16";"0";"4.66";"75";"0";"";"";"";"";"";"";"";"";"";"";"3";"0.3";"10";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Diamantino, Estado de Mato Grosso Lat. 11°11'S e Long. 59°22'WGr. Folha SC.21-Y-D.";"MT";"Diamantino";"";"Latitude / Longitude";"";"11";"11";"";"Sul";"59";"22";"";"Oeste";"";"";"5.9";"4.9";"";"1.75";"1.32";"3.07";"0.08";"0.05";"3.2";"2";"0";"5.2";"62";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Diamantino, Estado de Mato Grosso Lat. 11°11'S e Long. 59°22'WGr. Folha SC.21-Y-D.";"MT";"Diamantino";"";"Latitude / Longitude";"";"11";"11";"";"Sul";"59";"22";"";"Oeste";"";"";"6.1";"5.2";"";"1.61";"1.41";"3.02";"0.06";"0.05";"3.1";"2.17";"0";"5.27";"59";"0";"";"";"";"";"";"";"";"";"";"";"3";"0.2";"15";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 59°38'WGr. Folha SC.21-Y-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"11";"25";"";"Sul";"59";"38";"";"Oeste";"";"";"5.7";"5.2";"";"8";"2.25";"10.25";"0.6";"0.1";"10.9";"1.96";"0";"12.86";"85";"0";"";"";"";"";"";"";"";"";"";"";"26";"2.5";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 59°38'WGr. Folha SC.21-Y-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"11";"25";"";"Sul";"59";"38";"";"Oeste";"";"";"5.9";"5.1";"";"2.6";"2.3";"4.9";"0.37";"0.06";"5.3";"3.11";"0";"8.41";"63";"0";"";"";"";"";"";"";"";"";"";"";"10";"1.1";"9";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 59°38'WGr. Folha SC.21-Y-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"11";"25";"";"Sul";"59";"38";"";"Oeste";"";"";"5.7";"5.2";"";"1";"0.25";"1.25";"0.23";"0.05";"1.5";"4.3";"0";"5.8";"26";"0";"";"";"";"";"";"";"";"";"";"";"3";"0.5";"6";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 59°38'WGr. Folha SC.21-Y-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"11";"25";"";"Sul";"59";"38";"";"Oeste";"";"";"5.7";"5.5";"";"1";"0.35";"1.35";"0.11";"0.04";"1.5";"5.01";"0";"6.51";"23";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.3";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 59°38'WGr. Folha SC.21-Y-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"11";"25";"";"Sul";"59";"38";"";"Oeste";"";"";"6.2";"5.7";"";"0.6";"0.24";"0.84";"0.1";"0.04";"1";"4.12";"0";"5.12";"20";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.2";"20";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 9°52'S e Long. 56°18'WGr. Folha SC.21-X-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"9";"52";"";"Sul";"56";"18";"";"Oeste";"";"";"4.1";"3.9";"";"10.41";"5.72";"16.13";"0.34";"0.08";"16.5";"1.26";"0.1";"17.86";"92";"1";"";"";"";"";"";"";"";"";"";"";"55";"3.3";"17";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 9°52'S e Long. 56°18'WGr. Folha SC.21-X-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"9";"52";"";"Sul";"56";"18";"";"Oeste";"";"";"4.5";"4";"";"0.93";"0.68";"1.61";"0.19";"0.06";"1.9";"7.05";"0.2";"9.15";"21";"10";"";"";"";"";"";"";"";"";"";"";"15";"1.2";"13";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 9°52'S e Long. 56°18'WGr. Folha SC.21-X-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"9";"52";"";"Sul";"56";"18";"";"Oeste";"";"";"4.8";"3.9";"";"0.94";"0.82";"1.76";"0.07";"0.08";"1.9";"9.19";"0.5";"11.59";"16";"21";"";"";"";"";"";"";"";"";"";"";"12";"0.7";"17";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 9°52'S e Long. 56°18'WGr. Folha SC.21-X-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"9";"52";"";"Sul";"56";"18";"";"Oeste";"";"";"5";"4.2";"";"0.9";"0.6";"1.5";"0.03";"0.08";"1.6";"5.7";"0.3";"7.6";"21";"16";"";"";"";"";"";"";"";"";"";"";"7";"0.6";"12";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estado de Comodoro, Estado de Mato Grosso. Lat. 14°46'S e Long. 60°16'WGr. Folha SD.20-Z-B.";"MT";"Comodoro";"";"Latitude / Longitude";"";"14";"46";"";"Sul";"60";"16";"";"Oeste";"";"";"3.9";"3.5";"";"0.22";"0.13";"0.35";"0.22";"0.34";"0.9";"0.36";"2.84";"4.1";"22";"76";"";"";"";"";"";"";"";"";"";"0,2";"33";"";"0";"";"8";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estado de Comodoro, Estado de Mato Grosso. Lat. 14°46'S e Long. 60°16'WGr. Folha SD.20-Z-B.";"MT";"Comodoro";"";"Latitude / Longitude";"";"14";"46";"";"Sul";"60";"16";"";"Oeste";"";"";"4";"3.6";"";"0.17";"0.11";"0.28";"0.17";"0.38";"0.8";"0.29";"2.17";"3.26";"25";"73";"";"";"";"";"";"";"";"";"";"0,2";"19";"";"0";"";"12";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Estado de Comodoro, Estado de Mato Grosso. Lat. 14°46'S e Long. 60°16'WGr. Folha SD.20-Z-B.";"MT";"Comodoro";"";"Latitude / Longitude";"";"14";"46";"";"Sul";"60";"16";"";"Oeste";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.5";"5.1";"";"1.43";"0.18";"1.61";"0.17";"0.06";"1.8";"1.56";"0.1";"3.46";"52";"5";"";"";"";"";"";"";"";"";"";"";"19";"1.7";"11";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.6";"4.7";"";"1";"0.4";"1.4";"0.02";"0.02";"1.4";"1.39";"0.1";"2.89";"48";"7";"";"";"";"";"";"";"";"";"";"";"9";"0.9";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.2";"4.3";"";"0.58";"0.31";"0.89";"0.18";"0.01";"1.1";"1.85";"0.1";"3.05";"36";"8";"";"";"";"";"";"";"";"";"";"";"7";"0.6";"12";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.2";"4.3";"";"0.23";"0.16";"0.39";"0.17";"0.01";"0.6";"3.94";"0.1";"4.64";"13";"14";"";"";"";"";"";"";"";"";"";"";"7";"0.5";"14";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.5";"4.7";"";"0.16";"0.08";"0.24";"0.016";"0.04";"0.3";"2.87";"0.1";"3.27";"9";"25";"";"";"";"";"";"";"";"";"";"";"5";"0.4";"13";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.7";"5";"";"0.12";"0.05";"0.17";"0.16";"0.03";"0.4";"2.64";"0.1";"3.14";"13";"20";"";"";"";"";"";"";"";"";"";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°25'S e Long. 58°08'WGr. Folha SC.21-Y-B.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"25";"";"Sul";"58";"8";"";"Oeste";"";"";"5.9";"5.5";"";"0.1";"0.03";"0.13";"0.2";"0.02";"0.4";"1.98";"0";"2.38";"17";"0";"";"";"";"";"";"";"";"";"";"";"4";"0.4";"10";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°10'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"59";"10";"";"Oeste";"";"";"4.3";"4";"";"0.24";"1.12";"1.36";"0.1";"0.26";"1.7";"2.15";"0.35";"4.2";"40";"17";"";"";"";"";"";"";"";"";"";"0,1";"6";"";"0";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°10'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"59";"10";"";"Oeste";"";"";"4.6";"4.1";"";"0.32";"0.75";"1.07";"0.07";"0.26";"1.4";"1.89";"0.51";"3.8";"37";"27";"";"";"";"";"";"";"";"";"";"0,2";"4.2";"";"0";"";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°10'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"59";"10";"";"Oeste";"";"";"4.9";"4.1";"";"0.24";"0.48";"0.72";"0.03";"0.2";"0.9";"2";"0.4";"3.3";"27";"31";"";"";"";"";"";"";"";"";"";"0,1";"3.6";"";"0";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°10'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"59";"10";"";"Oeste";"";"";"5.2";"4.3";"";"0.19";"0.58";"0.77";"0.02";"0.21";"1";"2.11";"0.19";"3.3";"30";"16";"";"";"";"";"";"";"";"";"";"0,1";"3.3";"";"0";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°10'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"59";"10";"";"Oeste";"";"";"5.4";"4.8";"";"0.32";"0.03";"0.35";"0.01";"0.25";"0.6";"1.92";"0.08";"2.6";"23";"12";"";"";"";"";"";"";"";"";"";"0,2";"2.7";"";"0";"";"10";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°01'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"58";"1";"";"Oeste";"";"";"4.5";"4";"";"0.75";"2.13";"2.88";"0.14";"0.05";"3.1";"2.8";"0.1";"6";"52";"3";"";"";"";"";"";"";"";"";"";"0,2";"8.7";"";"0";"";"< 1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°01'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"58";"1";"";"Oeste";"";"";"4.7";"3.9";"";"0.18";"0.1";"0.28";"0.02";"0.23";"0.5";"2.44";"0.46";"3.4";"15";"48";"";"";"";"";"";"";"";"";"";"0,5";"4.2";"";"0";"";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°01'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"58";"1";"";"Oeste";"";"";"4.7";"3.9";"";"0.27";"0.35";"0.62";"0.01";"0.17";"0.8";"2.48";"0.72";"4";"20";"47";"";"";"";"";"";"";"";"";"";"0,2";"5.4";"";"0";"";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°01'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"58";"1";"";"Oeste";"";"";"5.2";"4.3";"";"0.34";"0.46";"0.8";"0.01";"0.21";"1";"2.5";"0.3";"3.8";"26";"23";"";"";"";"";"";"";"";"";"";"0,2";"1.8";"";"0";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°01'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"58";"1";"";"Oeste";"";"";"5.4";"4.4";"";"0.16";"0.34";"0.5";"0.01";"0.22";"0.7";"2.48";"0.22";"3.4";"21";"24";"";"";"";"";"";"";"";"";"";"0,2";"2.7";"";"0";"";"6";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 10°02'S e Long. 59°01'WGr. Folha SC.21-Y-A.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"10";"2";"";"Sul";"58";"1";"";"Oeste";"";"";"5.2";"4.5";"";"0.08";"0.29";"0.37";"0.01";"0.2";"0.6";"2.1";"0.1";"2.8";"21";"14";"";"";"";"";"";"";"";"";"";"0,2";"2.1";"";"0";"";"7";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 9°17'S e Long. 59°07'WGr. Folha SC.21-V-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"9";"17";"";"Sul";"59";"7";"";"Oeste";"";"";"4.4";"4";"";"1.2";"1.17";"2.37";"0.21";"0.15";"2.7";"4.3";"0.1";"7.1";"38";"4";"";"";"";"";"";"";"";"";"";"0,5";"13.1";"";"0";"";"2";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Município de Aripuanã, Estado de Mato Grosso Lat. 9°17'S e Long. 59°07'WGr. Folha SC.21-V-C.";"MT";"Aripuanã";"";"Latitude / Longitude";"";"9";"17";"";"Sul";"59";"7";"";"Oeste";"";"";"4.6";"3.9";"";"0.38";"0.71";"1.09";"0.24";"0.08";"1.4";"1.41";"3.22";"6.03";"23";"70";"";"";"";"";"";"";"";"";"";"0,2";"6.2";"";"0";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
